match_id,enemies_0,enemies_1,enemies_2,enemies_3,enemies_4,teammates_0,teammates_1,teammates_2,teammates_3,teammates_4,win
KR_6608909676,58,76,91,222,555,266,79,55,523,412,0
EUW1_6510756723,54,32,50,360,555,36,79,157,523,53,1
EUW1_6513407398,266,28,39,15,555,85,64,268,523,526,1
EUW1_6513031752,36,78,13,498,555,516,121,134,523,16,1
KR_6603102286,68,102,103,498,555,58,56,69,523,412,1
EUW1_6513101807,58,11,103,145,555,10,203,127,523,412,1
EUW1_6507229034,897,20,18,110,555,68,48,246,523,497,0
EUW1_6511026385,266,200,101,145,555,58,106,103,523,412,0
EUW1_6509635399,85,77,245,360,555,9,64,166,523,147,0
NA1_4721849771,24,76,8,145,555,266,141,29,523,111,1
EUW1_6508011378,777,203,245,81,555,27,121,127,523,412,1
NA1_4719507698,84,35,238,22,555,54,64,103,523,412,0
KR_6607050095,58,57,136,429,555,79,68,126,523,22,0
NA1_4719974613,266,28,61,145,555,8,141,163,523,16,0
EUW1_6508930356,68,60,950,22,555,266,104,84,523,201,1
NA1_4721092362,41,517,18,895,555,420,113,142,523,412,0
EUW1_6511957874,897,30,55,145,44,164,254,245,523,111,1
EUW1_6511849594,86,56,136,22,44,33,68,18,523,89,1
KR_6608149135,85,200,142,203,44,266,876,777,523,432,0
KR_6605307446,58,60,39,145,44,133,76,91,523,111,1
KR_6609063032,2,79,897,145,44,31,76,246,523,526,0
EUW1_6511242742,75,48,134,498,44,24,64,127,523,902,1
EUW1_6513005700,875,245,950,429,44,266,59,103,523,412,1
KR_6608872264,266,200,84,145,44,11,350,105,523,64,0
NA1_4720157913,7,76,1,895,44,14,234,18,523,412,0
KR_6604927942,516,79,18,360,44,107,62,268,523,12,0
KR_6602892153,897,64,3,145,44,58,234,101,523,412,1
KR_6605711073,54,64,163,498,44,126,113,4,523,497,1
EUW1_6511784145,266,9,80,22,50,83,427,112,523,53,1
NA1_4718707448,126,131,360,18,50,24,78,79,523,12,1
KR_6605533119,54,234,105,22,50,517,203,4,523,497,1
KR_6605051176,14,35,517,145,53,133,421,245,523,497,0
NA1_4719535001,266,200,61,145,53,234,427,18,523,412,0
KR_6604367501,238,35,7,145,53,950,9,126,523,89,1
KR_6604037719,79,203,518,222,53,497,517,126,523,58,0
EUW1_6513033567,122,120,20,222,53,875,28,39,523,902,0
KR_6603106465,266,234,246,69,53,154,76,238,523,497,1
KR_6606378332,80,427,61,22,53,78,234,38,523,89,0
KR_6609732136,24,421,69,145,53,68,427,18,523,12,0
NA1_4720893419,126,145,518,200,53,14,20,163,523,412,0
EUW1_6512787896,421,427,126,119,53,266,57,55,523,235,0
KR_6609880678,58,876,166,145,53,78,60,79,523,201,0
EUW1_6508910473,69,234,101,81,53,91,20,126,523,40,0
EUW1_6509025902,41,35,245,110,53,24,59,134,523,22,1
KR_6603069186,39,121,1,145,53,50,234,268,523,555,0
KR_6609466995,39,5,103,236,53,875,121,3,523,63,1
EUW1_6511495955,122,200,166,222,53,85,121,221,523,412,1
NA1_4721616560,777,234,518,145,53,875,517,4,523,111,1
EUW1_6513414182,86,200,69,81,53,777,76,101,523,89,1
KR_6606208745,57,421,200,145,53,78,131,91,523,412,1
KR_6609583911,69,203,3,110,53,68,76,126,523,223,0
EUW1_6505584197,110,59,91,360,53,887,427,777,523,412,1
EUW1_6511126096,238,203,68,119,53,84,412,91,523,59,0
EUW1_6509638069,238,131,80,145,53,897,121,517,523,412,1
KR_6607985174,23,76,55,498,53,69,200,517,523,497,1
EUW1_6508687917,54,427,103,360,53,133,102,518,523,40,1
EUW1_6512940170,98,107,101,222,53,897,203,145,523,201,0
NA1_4721743326,777,876,3,145,53,122,154,517,523,555,1
KR_6605027557,897,427,1,222,53,79,163,18,523,526,0
EUW1_6511301844,56,254,90,18,53,24,64,127,523,902,0
